Customer_ID,Name,Gender,Address,Nationality,Account_Type,Age,Education,Employment,Salary,Employer_Stability,Customer_Loyalty,Balance,Residential_Status,Service_Level
1489,Matthew Williams,Male,3007 Ramos Unions,Zimbabwean,Savings,1,0,0,2,1,0,2,1,1
1490,Valerie Jackson,Male,885 Diane Islands Suite 807,Zimbabwean,Savings,2,0,0,0,0,0,0,0,0
1491,Robert Thomas MD,Male,63900 Tammy Radial,Zimbabwean,Savings,2,0,0,0,0,0,2,0,0
1492,Stephanie Richmond,Male,00445 Melissa Mount Suite 445,Zimbabwean,Current,0,1,0,1,0,1,1,1,0
1493,Michelle Murray,Female,682 Teresa Hollow Suite 725,Zimbabwean,Current,1,1,2,1,1,1,2,0,2
1494,Rebecca Nelson,Male,76672 Smith Plains,Zimbabwean,Current,2,1,0,2,0,1,2,1,2
1495,Katie Boyd,Female,17890 Hernandez Knoll,Zimbabwean,Current,2,0,1,0,1,0,0,0,0
1496,Charles Bailey,Female,35292 Yang Club,Zimbabwean,Savings,2,0,1,2,1,1,0,0,1
1497,Brent Reese,Female,735 James Fields,Zimbabwean,Current,0,0,2,2,1,0,0,0,0
1498,Leonard Wood,Male,014 Paige Trace,Zimbabwean,Savings,1,0,0,2,0,1,0,1,0
1499,Michael Ruiz,Female,75318 Wanda Land,Zimbabwean,Savings,2,1,1,2,1,1,2,1,2
1500,Joshua Collins,Female,60623 Brown Islands Suite 006,Zimbabwean,Savings,0,0,1,0,0,0,1,1,0
1501,Timothy Gordon,Male,373 Moore Vista Suite 466,Zimbabwean,Current,1,1,2,0,0,0,2,0,0
1502,Mr. Reginald Elliott DDS,Female,073 Kennedy Centers Suite 218,Zimbabwean,Savings,0,1,0,1,0,0,0,0,0
1503,Renee Taylor,Female,0596 Mckenzie Plains,Zimbabwean,Savings,2,0,0,2,0,0,1,0,0
1504,Emily Roach,Female,78163 Joanne Roads Suite 286,Zimbabwean,Savings,2,0,2,2,0,0,0,0,0
1505,Mary Flynn,Female,1223 Leslie Curve Apt. 123,Zimbabwean,Current,0,1,0,1,1,0,2,1,0
1506,Dylan Johnson,Male,6083 Faith Lock Apt. 340,Zimbabwean,Savings,0,0,0,0,0,1,1,0,0
1507,Brian Welch,Female,685 Mendoza Wall Suite 071,Zimbabwean,Savings,1,0,1,0,1,0,0,1,0
1508,David Oconnell,Male,785 Brittany Plain Apt. 333,Zimbabwean,Current,0,1,1,0,1,0,2,0,0
1509,Michelle Reyes,Male,66780 Suzanne Plaza,Zimbabwean,Savings,2,0,0,2,1,1,1,1,1
1510,Jay Newton,Female,5354 Jason Groves,Zimbabwean,Savings,1,0,2,2,1,1,0,0,1
1511,Shawn Smith,Female,97709 King Station,Zimbabwean,Current,0,1,1,0,0,1,2,0,0
1512,Nicholas Bailey,Female,322 Johnson Square Suite 419,Zimbabwean,Savings,0,0,0,2,0,0,2,0,0
1513,Margaret Mckee,Male,78955 Elizabeth Drive,Zimbabwean,Current,2,0,0,0,1,1,0,0,0
1514,Chelsea Robinson,Female,8557 Murphy Rest Suite 904,Zimbabwean,Current,0,1,0,2,0,0,0,0,0
1515,Jeffrey Walters,Male,385 James Port,Zimbabwean,Savings,1,1,0,2,1,1,0,1,1
1516,Steven Rios,Female,80409 Gilmore Heights Apt. 302,Zimbabwean,Current,2,1,0,2,0,1,1,1,1
1517,Christopher Randolph,Female,601 William Lakes,Zimbabwean,Current,0,0,0,2,1,0,0,0,0
1518,Ethan Warner,Female,718 Carter Rue Apt. 609,Zimbabwean,Savings,2,0,0,0,0,1,1,1,0
1519,Edward Stout,Male,220 Morse Road,Zimbabwean,Savings,1,0,2,1,0,1,0,1,0
1520,Christopher Terrell,Male,660 Lang Loop,Zimbabwean,Current,0,1,1,0,1,0,2,1,0
1521,Robert Watts,Male,47233 Nicole Union Suite 100,Zimbabwean,Current,0,1,2,1,1,1,0,1,1
1522,Kimberly Robbins,Female,10044 Pedro Plains,Zimbabwean,Savings,0,0,2,0,0,1,0,0,0
1523,Jason Pennington,Female,1241 Derek Mountains Apt. 202,Zimbabwean,Savings,2,1,2,1,1,1,0,1,2
1524,Jacqueline Zimmerman,Male,248 Hill Stravenue,Zimbabwean,Savings,0,0,0,1,0,1,1,1,0
1525,Virginia Adams,Female,3790 Smith Crescent Apt. 022,Zimbabwean,Savings,2,1,0,0,1,0,1,1,0
1526,Samuel Calhoun,Male,2368 Joshua Roads,Zimbabwean,Current,1,1,2,2,0,0,0,0,0
1527,Joseph Maxwell,Female,3485 Mcintyre Crossing,Zimbabwean,Savings,2,1,0,0,1,0,1,1,0
1528,Julia Davis,Female,595 William Brook,Zimbabwean,Savings,1,0,0,1,0,0,2,1,0
1529,Heather Schmitt,Male,927 Dylan Spring,Zimbabwean,Savings,1,0,0,1,1,0,0,0,0
1530,David Roberts,Male,042 Luna View Apt. 783,Zimbabwean,Current,1,1,2,2,1,1,2,0,2
1531,Tammy Chen,Male,245 Anthony Center Suite 800,Zimbabwean,Savings,0,1,1,0,1,1,0,0,0
1532,Matthew Meyers,Male,26161 Taylor Forest Suite 030,Zimbabwean,Savings,1,1,2,1,1,1,0,1,1
1533,Diana Pitts,Male,58553 Stephens Mountain,Zimbabwean,Savings,0,0,1,1,0,1,2,0,0
1534,Jennifer Parker,Female,55517 Mcgrath Springs,Zimbabwean,Savings,0,1,0,2,0,1,1,1,0
1535,Alexander Hoffman,Female,2551 Devin Village Suite 591,Zimbabwean,Current,2,0,0,2,0,0,1,0,0
1536,Jerry Hughes,Female,459 Smith Cliff Suite 754,Zimbabwean,Current,0,1,0,2,1,1,2,1,1
1537,Shannon Garner,Male,440 Williams Circle Suite 691,Zimbabwean,Current,0,0,0,0,1,1,0,1,0
1538,Jennifer Garcia,Female,5618 Grant Valley,Zimbabwean,Current,1,0,2,1,1,1,2,1,2
1539,Joshua Craig,Female,062 Natalie Fords,Zimbabwean,Current,0,1,2,0,0,1,1,0,0
1540,Ashley Burke,Female,67452 Preston Glens,Zimbabwean,Current,1,1,2,0,0,1,2,1,1
1541,Janice Preston,Male,24093 Kimberly Extensions Apt. 327,Zimbabwean,Current,1,0,1,2,0,0,1,0,0
1542,Benjamin Shelton,Female,44200 Livingston Lights,Zimbabwean,Current,2,0,0,2,0,0,2,0,0
1543,Logan Newman,Male,925 Kimberly Shoals,Zimbabwean,Current,1,0,0,2,1,0,0,1,0
1544,William Lee,Female,4315 Lindsey Burgs,Zimbabwean,Savings,1,0,1,0,1,0,0,1,0
1545,Sarah Walker,Male,42354 Misty Extensions,Zimbabwean,Current,1,1,1,2,0,0,2,1,1
1546,Carrie Chavez,Male,11900 Stewart Islands Apt. 922,Zimbabwean,Current,0,1,2,0,0,0,1,1,0
1547,James Tyler,Female,566 Rebecca Stravenue Suite 019,Zimbabwean,Savings,0,1,0,2,0,0,1,1,0
1548,Andrea Pace,Male,25786 Reed Light,Zimbabwean,Savings,1,1,0,1,0,0,0,0,0
1549,Chad Fox,Female,88541 Roy Greens,Zimbabwean,Savings,1,0,1,0,1,0,0,1,0
1550,Shelby Hamilton,Male,999 Pearson Drive Suite 113,Zimbabwean,Savings,1,1,0,0,1,0,2,1,0
1551,Samantha Gomez,Male,57771 Jeffrey Extensions,Zimbabwean,Current,1,1,0,0,1,0,1,1,0
1552,Samuel Smith,Female,63045 Hayes Plains Suite 084,Zimbabwean,Savings,2,1,1,2,1,0,1,1,2
1553,Lance Beard,Male,170 Tina Field,Zimbabwean,Current,2,1,1,1,0,0,0,1,0
1554,Andrew Foster,Female,479 Kayla Oval,Zimbabwean,Savings,1,1,2,1,0,1,2,0,1
1555,Leslie Young,Female,14319 Adrienne Ferry Apt. 910,Zimbabwean,Savings,1,1,1,1,1,0,1,0,0
1556,William Wright,Female,189 Thompson Green,Zimbabwean,Savings,2,1,1,0,0,0,0,1,0
1557,Derek Dominguez,Male,647 John Estates,Zimbabwean,Savings,0,1,1,2,0,0,2,0,0
1558,Theresa Williams,Male,339 Taylor Centers Suite 632,Zimbabwean,Savings,0,0,2,0,0,0,0,1,0
1559,Raymond Morgan,Female,77515 Gaines Brooks,Zimbabwean,Current,1,1,1,2,1,1,2,0,2
1560,Tiffany Turner,Male,527 Joy Tunnel,Zimbabwean,Savings,0,1,1,2,1,1,0,0,0
1561,Juan Weiss,Female,9255 Christina Motorway,Zimbabwean,Current,2,1,2,1,1,1,0,0,1
1562,Amanda Martin,Female,52647 Carrie Oval,Zimbabwean,Current,2,1,1,0,1,0,0,0,0
1563,Stephanie Patrick DDS,Male,0490 Brandon Mills,Zimbabwean,Savings,2,1,1,1,1,0,2,0,1
1564,Laura Gray,Female,505 Tracie Locks Suite 870,Zimbabwean,Current,2,1,2,1,1,1,0,1,2
1565,Sharon Watkins,Female,553 Johnson Locks,Zimbabwean,Current,1,1,1,0,1,0,0,1,0
1566,Terri Snyder,Male,06654 Clark Ports Suite 683,Zimbabwean,Current,2,0,1,0,0,1,1,1,0
1567,Shannon Long,Female,89353 Donovan Tunnel,Zimbabwean,Current,2,0,1,1,0,1,1,0,0
1568,Chelsea Harris,Female,4262 Munoz Vista,Zimbabwean,Savings,0,1,0,2,0,1,2,0,0
1569,Wayne Boyd,Female,778 Davis Summit Apt. 160,Zimbabwean,Savings,1,0,2,1,1,1,0,1,1
1570,Eric Morris DVM,Male,452 Mcdonald Ville Suite 900,Zimbabwean,Savings,2,0,1,1,1,0,1,1,1
1571,Kimberly Ramirez,Female,1695 Bruce Courts Suite 019,Zimbabwean,Current,2,1,2,2,1,0,0,0,1
1572,Kristi Jones,Male,2245 Lewis Spring Apt. 931,Zimbabwean,Current,1,1,2,2,0,0,1,0,1
1573,Amanda Edwards,Female,2153 Zimmerman Greens,Zimbabwean,Savings,0,1,1,0,0,1,0,0,0
1574,Robert Mahoney,Male,5220 Nicole Junctions Suite 368,Zimbabwean,Current,1,1,2,1,0,0,1,1,1
1575,Jo Jones,Female,191 Salazar Mount Suite 456,Zimbabwean,Current,2,0,0,2,0,1,2,1,1
1576,Robin Gonzales,Female,73453 Kelly Falls Suite 611,Zimbabwean,Current,0,0,2,2,1,1,1,0,1
1577,Michael Sanford,Female,982 Ashley Groves Suite 687,Zimbabwean,Current,1,1,0,2,0,1,2,1,1
1578,Dawn Sims,Female,1752 Diana Vista,Zimbabwean,Savings,1,0,2,2,1,0,1,0,1
1579,Anna Peters,Female,271 Nancy Locks Apt. 038,Zimbabwean,Current,2,1,1,0,1,0,0,1,0
1580,Rachel Wilson,Male,24506 Cherry Circle Suite 108,Zimbabwean,Savings,0,0,0,0,0,1,0,0,0
1581,Ashley Quinn,Male,94813 Melinda Springs Suite 285,Zimbabwean,Current,2,0,1,0,1,1,2,0,1
1582,Dakota Chan,Male,49219 Brandon Crescent,Zimbabwean,Savings,0,1,1,2,0,0,0,1,0
1583,William Parker,Male,844 Garrett Gateway,Zimbabwean,Current,1,1,2,1,1,1,1,1,2
1584,Christina Johnson,Female,113 Linda Cliffs,Zimbabwean,Current,1,1,1,1,1,1,0,0,0
1585,Diane Henderson,Female,8962 Matthew Mall Apt. 771,Zimbabwean,Current,1,0,2,1,0,0,0,0,0
1586,Michael Williams,Male,17910 Francisco Ridge,Zimbabwean,Current,2,1,1,1,0,1,0,1,1
1587,Shannon Strickland,Male,78548 Jose Course Apt. 741,Zimbabwean,Savings,2,1,0,1,0,1,1,0,0
1588,Carly Jenkins,Female,74919 Robert Freeway,Zimbabwean,Current,0,0,2,0,0,0,1,1,0
1589,Julie Clark,Male,854 Christopher Loaf,Zimbabwean,Current,0,1,0,0,0,1,2,1,0
1590,Vanessa Schroeder,Female,7773 Hayley Station Apt. 140,Zimbabwean,Savings,1,0,1,2,0,0,2,0,0
1591,Joyce Sanchez,Female,4843 Julie Valleys Apt. 725,Zimbabwean,Current,2,0,0,0,0,1,1,0,0
1592,Mark Bennett,Female,25432 Green Oval Suite 638,Zimbabwean,Savings,0,0,1,2,1,0,1,0,0
1593,Robert Rivas,Male,986 Lewis Spurs,Zimbabwean,Savings,0,1,2,0,0,0,2,1,0
1594,Tyler Gomez,Female,49567 Chad Loaf Apt. 061,Zimbabwean,Current,2,0,1,0,0,1,2,1,1
1595,Susan Logan,Female,590 Walton Row,Zimbabwean,Current,2,0,0,2,1,0,2,1,1
1596,Amanda Jensen,Male,33672 Powell Hills,Zimbabwean,Current,1,1,2,0,0,1,0,0,0
1597,Elizabeth Price,Male,711 Shields Street Suite 798,Zimbabwean,Savings,1,0,0,0,0,1,1,1,0
1598,Michael Anderson DVM,Male,77744 Hughes Viaduct Apt. 835,Zimbabwean,Current,0,0,2,2,1,0,0,0,0
1599,Jessica Johnson,Female,840 Hurley Plain,Zimbabwean,Current,0,0,2,0,1,1,1,1,0
1600,William King,Male,0597 Jonathan Camp Apt. 188,Zimbabwean,Current,0,1,1,0,0,1,0,0,0
1601,Chad Zimmerman,Male,296 Wilson Rapids Apt. 297,Zimbabwean,Savings,1,0,0,0,1,0,0,1,0
1602,Andrew Scott,Female,469 Collins Road Suite 138,Zimbabwean,Savings,2,0,0,1,0,1,0,1,0
1603,Sandra Davila,Female,353 Kimberly Meadow,Zimbabwean,Current,2,0,2,2,1,1,1,0,2
1604,Duane Davis,Male,923 Penny Extension,Zimbabwean,Savings,2,1,1,0,0,1,1,1,1
1605,David Anderson,Female,92860 Emily Court,Zimbabwean,Current,0,0,2,2,0,1,0,0,0
1606,Aaron Dodson,Female,71802 Jones Expressway Apt. 933,Zimbabwean,Savings,0,1,0,2,1,0,0,1,0
1607,Christopher Williams,Male,44127 Melissa Divide Apt. 462,Zimbabwean,Savings,1,0,0,1,1,0,1,1,0
1608,Christopher Murphy,Male,75951 Ruiz Fords Apt. 092,Zimbabwean,Savings,0,1,2,1,0,1,1,1,1
1609,Patrick Ware,Female,425 Robert Camp,Zimbabwean,Current,2,1,1,0,1,1,0,1,1
1610,Erica Smith,Female,14506 Michael Center Apt. 358,Zimbabwean,Savings,1,0,2,0,0,0,0,0,0
1611,Michael Robinson,Female,5448 Foster Springs,Zimbabwean,Savings,1,1,0,2,1,1,2,1,2
1612,Sergio Gomez,Female,896 Kaylee Forks Suite 945,Zimbabwean,Current,2,0,0,1,0,1,0,1,0
1613,Gwendolyn Parrish,Female,7696 Hawkins Valley,Zimbabwean,Current,1,0,0,2,0,0,1,1,0
1614,Ryan May,Male,518 Harris Grove,Zimbabwean,Savings,1,0,1,0,1,1,2,0,0
1615,Joseph Garrison,Female,6355 Watts Mission,Zimbabwean,Current,2,0,0,2,0,0,1,0,0
1616,Geoffrey Gonzalez,Female,6724 Devon Falls,Zimbabwean,Savings,1,1,1,2,1,0,2,1,2
1617,Linda Kelly,Female,6209 Curtis Islands Suite 101,Zimbabwean,Current,1,1,2,1,1,1,2,0,2
1618,Lori Morris,Male,87021 Medina Port Suite 798,Zimbabwean,Savings,0,0,2,1,1,0,0,0,0
1619,Larry Murphy,Female,58682 Thomas Ford Apt. 899,Zimbabwean,Current,0,0,1,1,1,1,1,1,0
1620,Erica Davis,Male,4960 Peterson Neck Apt. 239,Zimbabwean,Savings,2,0,1,2,0,1,2,0,1
1621,Cody Marquez,Female,115 Katrina Square Apt. 535,Zimbabwean,Savings,1,1,0,2,1,0,1,1,1
1622,Allen Brown DDS,Female,138 Paige Parks,Zimbabwean,Savings,0,0,2,0,0,1,2,1,0
1623,Kayla Gibbs,Male,036 Kristen Haven Suite 896,Zimbabwean,Savings,2,0,0,0,1,0,2,0,0
1624,Curtis Lindsey,Male,344 Jones Shores,Zimbabwean,Current,0,0,0,1,1,1,2,0,0
1625,Shannon Lee,Female,53446 Martha Fork,Zimbabwean,Savings,2,0,1,0,1,1,0,1,0
1626,Shane Miller,Female,74926 Ruiz Springs Suite 228,Zimbabwean,Current,2,1,0,2,0,0,0,0,0
1627,Lindsey Rogers,Female,0967 Rice Squares Suite 989,Zimbabwean,Savings,1,1,1,0,1,0,1,0,0
1628,Anthony Morris,Female,0530 Jacobs Islands Suite 544,Zimbabwean,Savings,0,1,1,2,1,1,1,1,1
1629,Stephen Sloan,Male,1623 Barrett Cliffs,Zimbabwean,Savings,2,0,0,2,0,1,0,0,0
1630,Brittany Blankenship,Male,9180 Martinez Lodge,Zimbabwean,Savings,2,0,2,1,0,0,0,1,0
1631,Jose Martinez,Male,0579 William Pass Suite 134,Zimbabwean,Current,1,1,1,1,1,1,2,1,2
1632,Ryan Perez MD,Male,7511 Angela Cliff Suite 133,Zimbabwean,Savings,1,0,1,2,0,0,1,0,0
1633,Elizabeth Bradford,Female,462 James Ranch Suite 283,Zimbabwean,Savings,2,0,0,0,0,0,2,1,0
1634,Hannah Lee,Female,9161 Lynn Mountains Apt. 688,Zimbabwean,Current,1,1,1,0,1,0,1,0,0
1635,Sara Duran,Female,1339 Adams Mall Suite 347,Zimbabwean,Savings,0,1,0,0,1,1,0,0,0
1636,David Sweeney,Male,40307 Anderson Light Apt. 290,Zimbabwean,Current,1,0,0,1,1,0,1,1,0
1637,Jacob Roberts,Female,642 Andrew Shoals,Zimbabwean,Savings,1,0,0,2,0,0,1,0,0
1638,Jennifer Santana,Female,33962 Kevin Ports Suite 743,Zimbabwean,Current,2,0,0,0,1,0,0,0,0
1639,Brandy Lopez,Male,6746 Joseph Squares Apt. 299,Zimbabwean,Current,0,1,0,1,1,0,1,0,0
1640,Anita Griffith,Female,1285 Samantha Walks Suite 394,Zimbabwean,Savings,2,0,1,1,0,1,0,1,0
1641,Erin Peters,Female,70210 Lang Gardens,Zimbabwean,Savings,2,0,0,1,1,0,0,0,0
1642,Amanda Hernandez,Female,6263 Carrie Field Suite 941,Zimbabwean,Current,0,0,1,1,1,0,0,0,0
1643,Justin Mcguire,Male,57885 Susan Point Apt. 066,Zimbabwean,Current,0,1,2,0,1,1,0,1,0
1644,Christopher Weber,Female,25428 Jennifer Ramp,Zimbabwean,Savings,1,0,1,1,1,0,2,1,1
1645,Angela Petty,Female,4294 Sue Lodge,Zimbabwean,Current,0,1,1,1,1,1,1,0,0
1646,Anthony Sullivan,Female,11831 Miller Drive,Zimbabwean,Savings,2,0,2,2,0,0,0,0,0
1647,Shawn Williamson,Female,7477 Mariah Center,Zimbabwean,Current,0,0,1,0,0,1,2,1,0
1648,Tara Dixon,Male,59448 Patricia Cliffs,Zimbabwean,Savings,1,0,2,1,0,1,2,0,1
1649,Stacy Jones DVM,Female,308 Anita View Apt. 455,Zimbabwean,Savings,0,0,2,1,1,0,1,0,0
1650,Linda Padilla,Female,33733 Jeffery Crescent Suite 445,Zimbabwean,Current,2,0,0,2,0,1,2,0,1
1651,Henry Mccarthy,Male,7061 David Shore Apt. 351,Zimbabwean,Savings,2,1,1,2,1,0,0,0,1
1652,Nicole Fleming,Female,464 Gregg Trail Suite 238,Zimbabwean,Current,0,1,2,0,0,0,1,1,0
1653,Kristina Ortiz,Male,34234 Young Turnpike,Zimbabwean,Savings,2,0,0,2,1,0,0,1,0
1654,Jessica Brennan,Female,3739 Williams Meadow Suite 243,Zimbabwean,Current,1,1,1,0,0,0,2,0,0
1655,Andrea Hill,Male,2478 Mendoza Tunnel Apt. 420,Zimbabwean,Current,1,1,0,1,1,1,2,1,1
1656,Kelsey Moore,Female,27581 Shane Inlet Apt. 411,Zimbabwean,Current,1,0,0,1,0,1,1,0,0
1657,Robert Santiago,Female,5236 Victoria Green Apt. 355,Zimbabwean,Savings,1,0,1,1,1,1,2,1,1
1658,Angela Frye,Female,59157 Gibson Haven,Zimbabwean,Current,0,0,2,2,0,1,1,0,0
1659,Casey White,Male,58003 Paul Summit,Zimbabwean,Savings,0,0,0,2,0,0,0,0,0
1660,Ellen Pope,Male,787 Cynthia Ramp,Zimbabwean,Savings,0,1,1,0,0,1,2,1,0
1661,Christopher Webster,Male,24785 Moss Neck Suite 809,Zimbabwean,Current,0,1,0,1,1,1,1,1,0
1662,Alan Bowen,Female,380 Audrey Causeway,Zimbabwean,Current,1,1,1,2,0,1,1,0,1
1663,James Taylor,Male,5442 Johnson Route,Zimbabwean,Savings,1,1,1,1,0,0,0,0,0
1664,Mr. Brian Lambert,Female,48976 James Avenue,Zimbabwean,Current,0,1,2,2,1,0,0,1,1
1665,Brandon Lam,Male,64579 Jesse Lock,Zimbabwean,Savings,2,1,1,0,1,1,0,0,0
1666,Catherine Powell,Male,0841 Foster Trafficway,Zimbabwean,Savings,2,0,0,2,0,1,0,0,0
1667,Carla Allen,Female,6285 Vasquez Plains Apt. 504,Zimbabwean,Savings,1,1,0,2,0,1,2,0,1
1668,Christopher Jenkins,Male,8076 Joseph Green Suite 358,Zimbabwean,Current,1,1,1,1,0,0,1,1,0
1669,Amy Shields,Female,278 Ann Inlet Apt. 609,Zimbabwean,Current,1,1,0,0,0,0,1,1,0
1670,Monique Armstrong,Female,3911 Thomas Land Suite 917,Zimbabwean,Savings,2,1,2,0,0,0,1,0,0
1671,Deborah Hunt,Female,0977 Walker Inlet,Zimbabwean,Savings,0,1,1,1,1,1,0,1,0
1672,Michael Woodard,Male,3516 Harris Green,Zimbabwean,Current,2,1,2,0,0,0,0,0,0
1673,Ryan Lopez,Male,939 Stevens River,Zimbabwean,Savings,0,0,0,1,0,0,0,1,0
1674,Caitlin Rodriguez,Female,528 Lyons Brook Apt. 787,Zimbabwean,Current,0,1,2,0,0,1,2,0,0
1675,Lisa Rivers,Female,01609 Cox Harbors,Zimbabwean,Savings,1,1,2,0,0,1,0,1,0
1676,Brian Spence,Female,066 Lawrence Trail Suite 409,Zimbabwean,Current,0,1,0,2,0,0,0,1,0
1677,Wayne Garcia,Female,13336 Nicole Union,Zimbabwean,Current,1,0,0,2,1,1,2,1,1
1678,Ricky Cooper,Female,3470 Kari Oval Suite 970,Zimbabwean,Savings,0,1,2,2,0,0,0,0,0
1679,Eduardo Ford,Female,1036 Day Way,Zimbabwean,Savings,0,1,1,2,1,1,1,1,1
1680,Amy Jones,Female,43106 Mark Manors,Zimbabwean,Current,0,0,1,2,0,1,0,1,0
1681,Adrian Fowler,Female,4407 Jensen Drive,Zimbabwean,Savings,0,0,0,2,0,0,1,0,0
1682,Nicole Howard,Male,433 Jacqueline Dam,Zimbabwean,Savings,1,0,2,0,0,1,2,0,0
1683,Monica Baker,Female,43510 Roberts Meadows Apt. 585,Zimbabwean,Savings,2,1,2,0,0,0,0,0,0
1684,Danielle Kennedy,Female,59122 John Orchard,Zimbabwean,Current,2,0,0,1,0,1,2,1,1
1685,Jonathan Love,Female,890 Waters Ridge Apt. 029,Zimbabwean,Savings,1,0,0,2,0,0,1,0,0
1686,Thomas Cox,Male,079 Jeffrey Circles Suite 723,Zimbabwean,Current,1,0,2,1,1,1,2,0,1
1687,Anthony Munoz,Male,0358 Theresa Course Suite 959,Zimbabwean,Savings,0,1,0,1,0,1,0,1,0
1688,Albert Pearson,Male,7099 Brandi Lane Apt. 298,Zimbabwean,Savings,2,0,0,0,0,1,1,0,0
1689,Allison Spencer,Female,25613 Mora Estate Suite 652,Zimbabwean,Current,1,1,1,2,1,0,0,1,1
1690,Adam Bush,Male,749 Shawn Ford Suite 549,Zimbabwean,Current,1,0,0,1,1,0,0,0,0
1691,Mary Mahoney,Male,28215 Matthew Coves Suite 551,Zimbabwean,Current,0,0,0,0,1,1,0,1,0
1692,Caleb Dickson,Male,60585 Ryan Mews Apt. 740,Zimbabwean,Current,1,0,0,2,0,0,2,0,0
1693,Ronald Gomez,Female,17296 York Trail Apt. 416,Zimbabwean,Savings,0,0,2,2,1,1,1,1,1
1694,Carlos Hughes,Male,8000 Ashley Passage,Zimbabwean,Savings,1,1,1,1,0,0,0,0,0
1695,Julie Lindsey,Male,4019 Nicole Row,Zimbabwean,Savings,0,1,1,0,1,0,1,0,0
1696,Christopher Ward,Female,561 Haley Parks,Zimbabwean,Current,0,1,1,0,0,1,2,0,0
1697,Melinda Foster,Male,3948 Steve Park,Zimbabwean,Savings,2,1,0,1,0,1,2,1,1
1698,Mark Gomez,Male,4120 Ruben Ramp Apt. 561,Zimbabwean,Savings,1,1,2,1,1,1,2,1,2
1699,Elizabeth Barnett,Male,1453 Sloan Harbor,Zimbabwean,Current,0,1,1,2,0,0,1,1,0
1700,Mary Martinez,Female,756 Bender Extension,Zimbabwean,Savings,2,1,2,1,1,1,2,1,2
1701,Gabriel Martinez,Male,34836 Anderson Causeway Apt. 430,Zimbabwean,Savings,0,1,1,0,0,1,1,1,0
1702,Bradley Williams,Male,752 Michael Rest,Zimbabwean,Savings,2,0,0,1,1,0,2,1,1
1703,Matthew West,Male,4426 Doyle View Suite 601,Zimbabwean,Savings,2,0,0,0,0,0,2,0,0
1704,Fernando Jones,Male,649 Kevin Squares,Zimbabwean,Savings,1,0,2,1,1,1,1,0,1
1705,Gregory Singh,Female,658 Solomon Ways,Zimbabwean,Current,0,1,0,1,0,1,1,0,0
1706,Jessica Stanley,Male,8890 Simmons Meadows Suite 221,Zimbabwean,Savings,0,1,2,0,0,0,0,0,0
1707,Robert Smith,Male,370 Kerr Club Suite 536,Zimbabwean,Current,0,0,1,0,0,1,0,0,0
1708,Troy Clark,Male,26744 Baker Causeway Suite 300,Zimbabwean,Savings,0,1,2,2,0,1,0,0,0
1709,Kerry Goodwin,Female,252 Diaz Lane Apt. 266,Zimbabwean,Savings,1,1,1,2,0,0,1,1,1
1710,Lisa Ford,Female,83816 Nicole Land,Zimbabwean,Current,1,0,0,1,1,0,1,1,0
1711,April Flynn,Male,76004 Barrera Parkway Suite 271,Zimbabwean,Current,0,0,0,2,0,1,0,1,0
1712,Christine Moore,Male,990 April Lakes,Zimbabwean,Savings,1,0,2,1,1,1,2,0,1
1713,Paul Monroe,Male,2486 Denise Forges Suite 393,Zimbabwean,Savings,2,1,1,0,1,0,2,0,1
1714,Eric Hanson,Female,45308 Fisher Brooks,Zimbabwean,Savings,0,0,1,1,0,0,2,1,0
1715,Kayla Johnson,Male,53315 Galvan Spur,Zimbabwean,Current,2,0,1,0,1,1,2,0,1
1716,Joshua Robinson,Female,8911 Ruiz Mission Apt. 715,Zimbabwean,Current,0,1,0,1,0,1,2,0,0
1717,Joseph Chavez,Female,97426 Frederick Road,Zimbabwean,Current,2,0,2,1,1,0,0,0,0
1718,Rebecca Steele,Male,243 Vincent Island,Zimbabwean,Current,2,1,0,1,0,1,0,0,0
1719,Jennifer Alvarez,Male,213 Robert Summit,Zimbabwean,Savings,1,0,2,2,0,1,0,1,1
1720,Sierra Reid,Male,553 Watson Loop Apt. 643,Zimbabwean,Current,0,0,0,0,1,0,1,0,0
1721,Alison Campbell,Male,44744 Roberts Valleys,Zimbabwean,Savings,0,0,2,0,0,0,0,1,0
1722,Candace Cruz,Female,347 Mark Lock Suite 977,Zimbabwean,Current,0,1,0,0,0,1,1,1,0
1723,Joseph Jackson,Female,90623 Kristen Ville Suite 079,Zimbabwean,Current,1,1,2,2,0,0,2,0,1
1724,Rachel Dean,Male,22300 Kylie Ville Suite 147,Zimbabwean,Current,1,1,2,1,1,1,0,1,1
1725,Dr. James Williams,Female,17601 Scott Cove Suite 641,Zimbabwean,Savings,0,1,0,1,1,0,0,0,0
1726,Mr. Jordan Coleman,Female,549 Lauren Circle Apt. 509,Zimbabwean,Current,0,1,2,0,1,0,1,0,0
1727,Kevin Clark,Male,93748 Miller Row,Zimbabwean,Savings,1,1,0,1,1,1,0,0,0
1728,Mario Shields,Female,5506 Jones Cliffs,Zimbabwean,Savings,1,0,2,1,1,0,2,0,1
1729,Holly Franklin,Male,860 Sara Junction,Zimbabwean,Current,0,0,0,0,0,0,2,0,0
1730,Carolyn Kennedy,Male,74534 Ochoa Burgs Apt. 143,Zimbabwean,Current,2,0,2,0,0,1,1,0,0
1731,Katherine Lane,Female,7162 Pamela Dale Apt. 217,Zimbabwean,Current,0,0,2,1,0,0,1,1,0
