Customer_ID,Name,Gender,Address,Nationality,Account_Type,Age,Education,Employment,Salary,Employer_Stability,Customer_Loyalty,Balance,Residential_Status
291,Roger Mills,0,9626 Anna Ford Apt. 628,222,1,1,0,2,7623,0,0,9046,0
292,Traci Douglas,1,525 Mary Plains,193,1,0,0,0,245,0,1,9046,1
293,Joseph Hendricks,1,67977 Marshall Mountain,156,1,2,0,0,245,1,0,476384,0
294,Breanna Wilson,1,25271 Zachary Roads Suite 128,239,1,1,0,1,245,0,0,9046,1
295,Laura Gonzalez,1,19486 Williams Knoll Suite 762,99,1,2,0,2,245,1,0,2368,0
296,Cory Miller,0,1757 Castillo Heights,239,1,2,0,1,7623,1,1,9046,0
297,Lauren Forbes,0,68869 Natalie Groves,222,1,2,0,1,245,1,0,9046,0
298,Haley Black,1,311 Bell Keys Apt. 030,239,1,1,0,1,7623,0,0,2368,0
299,Joseph Wade,0,62605 Miguel Place Suite 415,222,1,2,1,0,7623,1,1,476384,0
300,Rebecca Olson,1,112 Brittany Skyway,239,1,2,0,1,60437,0,0,476384,1
301,Amanda Perez,1,77719 Cooper Burg Suite 635,239,1,0,0,1,60437,1,0,9046,1
302,Christopher Watson,0,3039 Leon Shoals,239,1,1,1,2,245,0,0,476384,0
303,Jonathan Hanson,1,79942 Angelica Field,239,1,0,0,2,7623,1,1,2368,0
304,Steven Brown,0,831 Oliver Unions Apt. 844,239,1,1,1,2,245,0,0,9046,1
305,Joyce Fox,1,80049 Robert Estate Apt. 504,99,1,2,1,1,7623,0,0,9046,0
306,Colleen Smith,1,842 Mark Springs Suite 405,193,1,0,0,1,7623,1,1,476384,1
307,Ryan Adams,0,9129 Brian Valleys Apt. 986,193,1,2,0,0,60437,0,1,476384,1
308,Mr. Andrew Montgomery,0,4912 Randall Route Suite 646,193,1,2,1,1,60437,1,0,9046,0
309,David Jacobs,1,290 Nina Orchard Apt. 376,193,1,0,0,1,60437,0,0,2368,1
310,Kayla Wong,0,679 Bates Harbors,223,1,2,1,0,7623,0,1,2368,1
311,Anthony Huber,0,3035 Andrea Knolls Apt. 497,239,1,1,1,0,245,1,1,2368,1
312,Neil Flores,1,11547 Tracey Squares,145,1,0,1,2,7623,1,1,9046,1
313,Todd Huynh,0,92160 Robert Tunnel,99,1,2,0,0,60437,0,0,9046,1
314,Krystal Park,1,34694 Leonard Forks Apt. 345,239,1,1,0,2,245,1,1,2368,0
315,Tracey Fuller,0,1779 Thomas Loaf,156,1,1,1,2,7623,1,1,476384,0
316,Jordan Smith,0,47924 Hall Ridge Apt. 064,239,1,2,0,2,7623,0,0,476384,0
317,Javier Carlson,0,53489 Jones Isle Suite 437,145,1,2,1,0,60437,0,1,476384,0
318,Laura Moore,0,8496 Ryan Street,99,1,1,0,1,7623,0,1,9046,0
319,Jeffery Mendoza,0,396 Nicole Junction Suite 569,193,1,1,0,1,60437,1,1,9046,0
320,Michael Williams,0,3107 Erik Meadow Apt. 944,223,1,1,1,2,60437,0,0,476384,0
321,Dave Griffin,0,393 Nicole Ranch Apt. 249,239,1,0,1,0,245,1,0,2368,0
322,Anna Adams,0,1204 Brandon Ways,145,1,0,1,2,7623,0,0,9046,1
323,Nicole Dillon,1,93535 Trevino Plaza Suite 295,239,1,2,1,1,60437,1,0,476384,0
324,Joseph Rodriguez,0,245 Pacheco Square Apt. 162,239,1,1,0,2,7623,1,0,476384,0
325,Jennifer Watson,1,5901 Ward Wall Apt. 008,44,1,0,1,2,7623,1,0,476384,0
326,Andrew Costa,0,2421 Thomas Common Apt. 947,193,1,1,0,2,7623,0,1,9046,0
327,Kristen Wright,0,75294 Morgan Mill Apt. 696,223,1,1,0,0,60437,0,0,9046,1
328,Michael Lee,0,3261 Sarah Mission Apt. 547,99,1,1,0,1,60437,0,0,2368,1
329,Susan Dunlap,0,56727 Morris Viaduct,223,1,0,1,0,245,0,0,476384,1
330,Hannah Mccall,0,70046 Michael Passage,239,1,0,1,2,7623,1,0,2368,1
331,Jenna Johnson,0,95257 Melanie Courts Apt. 546,239,1,0,0,0,60437,0,0,9046,0
332,Matthew Hunt,1,764 Jason Glens,223,1,1,0,0,245,1,1,9046,1
333,Steven Reyes,0,63509 Castro Locks,239,1,1,1,1,60437,0,1,9046,0
334,Rebecca Hickman,1,7583 Laura Camp Apt. 717,223,1,0,0,0,7623,0,1,476384,0
335,Chris Jones,1,52483 Margaret Brooks,99,1,1,1,2,245,1,0,476384,0
336,David Zhang,0,019 Stephanie Gateway,239,1,1,1,2,245,0,0,2368,1
337,Andre Herrera,1,18856 Porter Prairie Suite 081,239,1,1,0,2,60437,0,0,2368,0
338,Donna Ramirez,0,7227 Choi Mountain,239,1,2,1,0,60437,0,0,9046,1
339,Diane Murray,0,5051 Wright Extension,239,1,2,0,0,60437,0,0,2368,0
340,Joseph Wright,0,2697 Barry Pass Apt. 901,156,1,2,0,2,7623,1,0,9046,0
341,Dominique Williams,0,53154 Lutz Way,28,1,0,1,2,7623,1,0,476384,1
342,Joshua Johnson,0,75269 Barber Stravenue,222,1,2,1,0,60437,1,1,2368,1
343,Tony Randall,1,7858 Rodriguez Prairie,239,1,1,1,0,7623,0,0,2368,0
344,Deborah Allen,0,7048 Hoffman Extensions Apt. 140,239,1,0,0,1,245,1,1,476384,0
345,Jessica Fields,0,527 Jessica Crest Suite 921,239,1,2,1,1,245,1,1,9046,1
346,Mrs. Kimberly Brown,0,7594 Virginia Estate,239,1,1,0,0,60437,0,1,9046,1
347,Colleen Rodriguez,1,692 Walker Curve Apt. 477,99,1,0,0,2,245,1,1,2368,0
348,Scott Hall,0,8528 Kenneth Station Suite 130,44,1,2,0,0,7623,1,0,476384,0
349,Benjamin Castillo,1,8799 Welch Springs Suite 649,145,1,2,0,0,60437,0,0,2368,1
350,Ricardo Guerrero,0,81188 White Junctions Apt. 851,156,1,0,0,0,60437,1,1,476384,1
351,Zoe Castro,0,9255 Potter Green Suite 592,223,1,1,0,2,60437,1,1,476384,1
352,Suzanne Fleming,1,04092 Day Junctions,239,1,0,0,2,245,1,0,9046,1
353,Lisa Lynch,0,95042 Teresa Freeway,223,1,1,1,0,7623,0,1,2368,0
354,Virginia Smith,0,8141 Donald Landing Apt. 468,239,1,1,1,2,60437,0,1,2368,1
355,Justin Sanders,0,9118 Ashley Port,156,1,2,0,0,7623,1,1,476384,0
356,Karla Johnson,0,8253 Fernandez Greens,44,1,1,0,2,7623,0,0,476384,0
357,Stephanie Mccullough,1,224 Joseph Drive Apt. 387,28,1,1,0,2,245,1,0,9046,0
358,Austin Peterson,0,945 Anthony Island,222,1,0,0,2,7623,1,1,9046,0
359,Sarah Greene,0,33893 Buchanan Alley Suite 596,239,1,1,1,2,245,0,1,2368,1
360,Roberto Carlson,1,379 Reilly Mission,239,1,2,1,0,60437,1,0,476384,1
361,Michael Terry,0,33402 Williams Causeway,193,1,0,1,0,245,1,1,9046,0
362,Steven Kim,0,1357 Watson Ridges,239,1,1,0,1,7623,1,0,2368,0
363,Lisa Smith,0,4271 Johnston Groves Apt. 242,239,1,2,0,0,7623,1,1,476384,1
364,Jonathan Hurst,0,0738 Alexandria Well,145,1,1,0,2,7623,1,0,476384,0
365,Samuel Hayes,1,16314 Aaron Passage Suite 053,239,1,0,0,2,245,0,0,2368,0
366,Adrian Jordan,1,096 Schaefer Canyon Apt. 785,222,1,0,0,2,245,1,1,476384,0
367,Valerie Ellison MD,0,04276 Norman Club,222,1,2,0,2,245,1,1,2368,1
368,John Byrd,1,03896 Zachary Plains Apt. 678,239,1,1,0,1,245,0,0,2368,1
369,Terri Meyer,1,3246 Carter Fork Apt. 730,222,1,0,0,1,245,1,1,476384,0
370,Virginia Smith,1,5644 Mooney Stravenue Suite 047,156,1,0,1,2,7623,0,0,2368,1
371,Beth Green,1,184 Ana Point,28,1,1,0,1,7623,0,0,476384,0
372,Crystal Thompson,0,4169 Megan Flats Apt. 808,239,1,0,1,2,245,1,1,476384,1
373,Michelle Gonzales,0,28930 Payne Island,156,1,0,1,1,7623,0,0,9046,0
374,Daniel Douglas,0,59867 Alicia Divide,99,1,0,1,1,245,0,1,9046,1
375,Jennifer Harrington,0,71232 Ramos Greens Apt. 399,223,1,2,0,0,245,0,0,476384,1
376,Timothy Scott,1,81441 Carlos Road,222,1,0,0,2,7623,0,0,476384,0
377,Dillon Oconnor,0,5853 Nicholas Stravenue,239,1,2,1,1,60437,0,1,9046,1
378,Megan Reed,0,2511 Christopher Viaduct,239,1,0,1,0,245,1,1,9046,1
379,Edward Payne,1,697 Melissa Run Suite 319,239,1,2,1,2,245,1,0,476384,1
380,Mrs. Latoya Sanders MD,0,7762 Boyd Falls,28,1,1,0,1,7623,1,1,2368,1
381,Joseph Downs,1,78567 Laura Crest Apt. 380,99,1,0,1,0,7623,0,0,2368,0
382,Haley Leblanc,1,3485 Charles Mills Apt. 108,239,1,1,1,1,60437,1,1,9046,1
383,Mark Villegas,1,1130 Johnny Locks Suite 725,239,1,2,0,0,7623,1,0,2368,1
384,Tracy Perry,0,021 Ryan Roads,28,1,0,0,2,7623,1,0,9046,0
385,Jacob Tate,1,62621 Mcguire Pass,239,1,0,1,1,60437,0,1,2368,1
386,Ricardo Jackson,0,8518 Nicole Turnpike Suite 646,222,1,1,1,0,60437,1,1,9046,1
387,Michael Mays,1,35808 William Avenue Apt. 551,222,1,2,0,0,245,1,0,476384,0
388,Christopher Blanchard,0,2738 Joel Valleys Apt. 169,239,1,0,1,0,60437,0,0,9046,0
389,Christopher James,1,378 Martin Crest Apt. 878,156,1,1,0,1,60437,1,0,9046,0
390,Gail Horton,1,507 Connor Rest,156,1,2,0,0,245,1,1,2368,1
391,Mr. Luis Page,0,93658 Lucas Highway Suite 954,239,1,1,1,1,245,0,1,2368,0
392,Mark Crawford,1,23072 Dorothy Greens,239,1,1,1,2,60437,1,1,9046,1
393,Frank Thomas,0,83196 David Tunnel,239,1,2,0,0,60437,0,1,2368,0
394,Kelli Duke,1,858 Thompson Cliffs Apt. 801,239,1,2,1,1,7623,1,0,9046,0
395,Julia Jones,1,86625 Stanley Island Suite 543,239,1,1,0,2,60437,0,1,2368,1
396,William Hines,1,32823 Miller Fall,28,1,2,0,1,60437,1,0,2368,0
397,Melissa Moore,1,79613 Ashley Groves,44,1,1,1,1,7623,0,0,476384,0
398,Samantha Alexander,1,820 Jill Overpass,44,1,2,1,2,60437,0,0,2368,1
399,Timothy Lewis,0,24433 Cross Brooks,239,1,2,0,2,245,1,0,476384,0
400,Alexa Sanders,0,4688 Heather Parks Apt. 495,239,1,1,1,1,245,0,1,476384,0
401,Jennifer Wilson,1,991 Gonzalez Cove,239,1,2,1,0,7623,0,1,476384,0
402,Samantha Brown DDS,0,00473 Lopez Springs,193,1,0,1,0,245,0,1,476384,1
403,Catherine Morgan,0,8088 Scott Flat,145,1,1,1,2,245,1,0,476384,0
404,David Gardner,1,257 Parker Branch,99,1,1,1,2,245,1,0,2368,1
405,Desiree Meadows,1,2719 Brennan Falls Suite 433,239,1,0,1,2,60437,0,0,476384,0
406,Lisa Taylor,0,76242 Winters Point Apt. 813,44,1,0,1,1,7623,0,0,476384,1
407,Beverly Hall,1,5516 Juan Orchard,239,1,0,0,0,245,0,1,2368,0
408,Donald Sandoval,1,242 Smith Walk,239,1,0,0,0,245,1,1,476384,1
409,James Watkins,0,08852 Marcus Parkways Apt. 051,222,1,1,1,1,7623,1,1,2368,1
410,Brandi Smith,1,730 Mcdaniel Stream Apt. 459,145,1,0,0,1,245,0,1,476384,1
411,Richard Smith,0,500 William Common,239,1,0,1,1,245,0,1,2368,1
412,Lee Webster,1,9029 Hale Glen,99,1,2,1,0,7623,1,0,476384,0
413,Cynthia Watson,1,67083 Calderon Lodge Apt. 638,145,1,0,0,2,60437,0,1,2368,1
414,Jane Lee,0,85693 Douglas Terrace,222,1,1,0,1,60437,1,1,9046,1
415,Claire Kelly,1,57229 Christine Club Suite 272,223,1,0,0,2,60437,0,1,2368,0
416,Alicia Morgan,1,98920 Harry Mission,239,1,0,0,2,245,0,1,476384,0
417,Natasha Bowen,1,46804 David Gateway Suite 523,99,1,2,1,0,60437,1,0,2368,0
418,Leah Rojas,0,0685 Franco Island Suite 790,239,1,1,0,0,7623,0,0,476384,0
419,Joseph Lopez,0,252 Lynn Cliffs Suite 224,222,1,0,0,2,245,1,0,2368,1
420,James Williams,1,801 Devin Divide,239,1,2,0,0,7623,1,1,9046,1
421,Dale Nelson,1,2697 Jones Port Suite 328,156,1,2,0,2,60437,0,0,9046,1
422,Frank Rhodes,0,763 Campbell Stream Apt. 372,239,1,0,1,2,245,0,0,476384,1
423,Brandon Walton,0,74656 Williams Course Apt. 464,99,1,0,1,2,245,1,1,2368,1
424,Amanda Johnson,1,3203 Scott Junctions,28,1,2,1,0,60437,1,0,476384,0
425,Allen Faulkner,1,630 Thomas Estate Suite 132,44,1,0,1,2,245,1,0,9046,0
426,Melissa Jefferson,0,49709 Perkins Shores Suite 594,28,1,2,0,0,245,0,1,9046,1
427,Kyle Wright,0,9756 Ortiz Cove,28,1,1,1,2,245,0,0,476384,1
428,Johnny Smith,1,35643 Kristina Trail Suite 727,239,1,1,1,0,60437,1,1,9046,1
429,Kristi Novak,0,027 Camacho Island Suite 080,99,1,2,0,0,60437,0,0,476384,0
430,Tracy Watkins,1,8597 Jesus Mall Suite 244,99,1,1,1,0,60437,0,0,9046,1
431,Paula Wallace,1,74479 Pearson Turnpike,239,1,2,1,2,7623,1,0,476384,1
432,Ryan Thompson,1,651 Santos Falls,239,1,1,0,1,245,1,1,2368,0
433,Nicholas Lowery,0,369 Ian Vista,99,1,0,1,0,60437,0,0,2368,1
434,Carmen Mcmahon,0,1475 Harper Lock Suite 137,239,1,1,0,0,60437,0,1,476384,0
435,Tanya Taylor,0,49069 Gardner Cliff Apt. 370,156,1,1,1,1,245,1,0,9046,0
436,Tyrone Thomas,1,1751 Clay Plains,239,1,2,1,1,60437,0,1,2368,1
437,James Fischer,1,30787 Robertson Centers Apt. 249,193,1,1,1,2,245,0,0,9046,0
438,Joshua King,1,97068 King Tunnel,239,1,1,1,2,7623,1,1,2368,1
439,Christine Baldwin,0,1698 Kristen Brooks Suite 863,156,1,2,1,0,60437,1,0,2368,0
440,Dave George,1,2928 Shaw Green,239,1,2,1,2,245,1,0,9046,0
441,John Andrews,0,412 Cochran Forge Apt. 538,156,1,1,1,0,60437,0,1,9046,1
442,Benjamin Hernandez,0,33065 Brian Prairie Suite 811,99,1,2,1,0,7623,1,0,2368,0
443,Anthony Rodriguez,1,11366 Joshua River Suite 258,239,1,2,0,2,245,0,0,2368,1
444,Richard Carpenter,0,74963 Maddox Isle Apt. 168,239,1,1,0,2,7623,0,0,476384,0
445,Thomas Jensen,0,54778 Lowe Roads Suite 718,44,1,0,1,2,245,1,0,9046,1
446,Jordan Gomez,0,416 Ryan Via,156,1,0,1,0,60437,1,1,2368,0
447,Anna Simpson,1,96327 Jeremiah Lakes,239,1,0,1,0,60437,1,0,476384,1
448,Todd Hill,1,945 Martin Inlet,239,1,0,1,0,60437,0,1,9046,1
449,Ernest Martin,0,45360 Perry Islands,28,1,1,0,0,60437,0,0,476384,1
450,Vanessa Smith,0,5956 Fritz Tunnel Suite 785,239,1,0,0,1,60437,0,0,476384,0
451,Heather Torres,1,06682 John Plain Suite 544,239,1,2,1,2,7623,0,1,476384,1
452,Ashley Turner,0,609 Thomas Freeway,222,1,2,0,0,60437,1,0,9046,0
453,James Wright,1,9888 Bell Plains,44,1,2,0,1,7623,0,1,2368,0
454,Sarah Schwartz,1,6901 Johnson Square,156,1,1,0,2,245,0,0,476384,0
455,Jeffrey Munoz,0,67956 Mckinney Ports Suite 652,145,1,2,1,1,7623,0,1,476384,1
456,Stacy Gonzalez,0,10376 Martin Forest,239,1,0,0,2,245,0,0,2368,1
457,Kevin Anderson,0,06005 Berry Ridges Suite 090,99,1,1,1,0,7623,0,1,9046,0
458,Kim Morris,1,94022 Wyatt Village Apt. 978,28,1,1,0,1,60437,1,0,2368,0
459,Nichole Collins,1,891 Victoria View Suite 267,239,1,1,1,2,60437,1,1,2368,1
460,Anthony Johnson,1,146 Johnson Summit Apt. 787,156,1,2,1,0,7623,1,1,476384,0
461,Evelyn Alexander,0,3198 Shelton Street,239,1,1,0,1,245,0,0,9046,1
462,Francisco Payne,0,998 Smith Coves Apt. 717,239,1,2,0,2,245,0,1,2368,0
463,Krystal Hudson,0,85684 Briggs Drive Suite 615,239,1,1,1,0,60437,1,1,476384,0
464,Ruben Burch,1,445 Wilson Stream Apt. 535,28,1,1,0,0,60437,0,1,9046,0
465,Jennifer Strickland,1,03146 Newman Glen Suite 233,156,1,2,1,1,60437,0,1,9046,0
466,Kyle Anderson,0,929 Smith Alley,28,1,2,1,2,7623,0,0,2368,1
467,Melvin Villanueva,0,0011 Campbell Street Suite 668,239,1,2,1,0,60437,0,0,9046,1
468,Rachel King,1,58861 Martinez Meadows,223,1,2,1,2,245,1,0,2368,0
469,Tara Bennett,0,677 Boyd Ways Suite 542,239,1,0,0,2,7623,1,0,9046,0
470,Johnathan Anderson,1,60264 Kelly Drives,239,1,2,1,0,7623,0,1,2368,0
471,Amanda Shaffer,1,255 Lee Motorway,28,1,0,0,0,7623,1,1,9046,0
472,Daniel Smith,0,2551 Kevin Wall Apt. 771,239,1,0,0,0,245,1,0,476384,0
473,Anthony Reese,0,316 Donald Courts Apt. 769,239,1,2,1,2,245,1,1,476384,1
474,Heather Jones,0,4574 Ian Mountains Suite 496,239,1,1,1,0,60437,1,1,9046,0
475,Kathy Walker,1,697 Parsons Ford,239,1,0,0,1,7623,1,1,2368,1
476,Jennifer Freeman,0,63918 Frank Mount,28,1,2,0,2,60437,1,0,9046,1
477,John Santiago,0,8412 Wells Valleys Suite 927,239,1,2,0,0,245,0,1,476384,0
478,Seth Harmon,0,1224 Marcus Mountains,239,1,0,1,0,7623,1,1,476384,0
479,Lisa Hall,0,358 Denise Place Suite 032,145,1,1,1,0,245,0,0,9046,0
480,Todd Davis,0,4122 Ramirez Ways,239,1,0,0,2,7623,1,0,2368,0
481,Linda Ryan,0,54915 Gardner Skyway,239,1,1,0,2,60437,1,0,476384,0
482,Brandon Rogers,1,821 Miller Overpass,193,1,0,0,0,245,1,0,9046,1
483,Joshua Campbell,0,7786 Oconnor Avenue,222,1,2,0,0,60437,1,1,9046,0
484,Brian Smith,0,2448 Vargas Mountain Apt. 482,222,1,1,0,2,245,0,1,2368,0
485,Ryan Michael,0,3827 Levine Squares,28,1,2,1,2,7623,0,1,9046,0
486,Candace Small,0,53439 Maurice Lock,44,1,2,0,0,7623,0,1,2368,0
487,Heather Mason,0,3837 Davis Tunnel,145,1,0,1,2,245,0,1,9046,0
488,Curtis Rodriguez,1,132 Acosta Highway,239,1,2,0,2,245,1,1,9046,1
489,Mary Holland,0,7990 Smith Hollow,28,1,2,0,1,7623,0,0,476384,1
490,Jennifer Gonzalez,1,161 Mills Cliff Apt. 935,145,1,0,1,1,245,1,0,2368,0
491,Karen Davis,1,6406 Harris Stravenue Apt. 132,239,1,2,1,0,245,0,1,9046,0
492,David Diaz,0,392 Amanda Estates Suite 968,239,1,0,0,1,245,0,0,476384,1
493,Cheyenne Johnson,1,15717 Turner Shore Apt. 811,156,1,1,0,1,7623,1,0,476384,0
494,Susan Boyle,0,426 Duncan Alley Suite 397,145,1,0,0,0,7623,1,0,2368,0
495,Matthew Brown,0,061 Weaver Via,145,1,2,1,1,7623,1,0,2368,0
496,Joseph Barnett,0,026 Leach Flats Suite 440,156,1,2,1,1,245,0,1,2368,0
497,Jonathan Ramos,1,682 Henderson Ford Suite 349,28,1,0,1,2,7623,1,0,476384,1
498,Cassandra Key,1,733 Neil Ferry,239,1,0,0,0,245,1,0,9046,0
499,Destiny Williams,1,296 Kayla Lodge,28,1,2,0,2,60437,1,0,2368,0
500,Michelle Donaldson,0,64041 Huerta Loaf,28,1,0,1,0,245,0,1,2368,0
501,Joshua Farmer,0,7607 Laura Fort,44,1,0,1,0,7623,0,0,9046,1
502,John Velez,1,07749 Michele Ville,28,1,2,0,2,245,1,1,476384,1
503,Rebecca Patton,1,4013 Lozano Cliff Suite 674,239,1,2,1,2,245,0,0,2368,0
504,Ashley Robinson,1,67811 Alyssa Locks Apt. 871,28,1,0,0,1,7623,0,0,9046,0
505,Nicole Blair,1,5832 Garcia Skyway Apt. 223,223,1,1,0,0,60437,1,0,9046,0
506,Bryan Ross,1,1070 Sarah Ville,239,1,0,0,1,245,1,1,476384,1
507,Donna Pearson,0,598 Hernandez Brook Apt. 254,193,1,1,1,0,7623,1,1,2368,1
508,Mario Ramos,0,1051 Caldwell Street,239,1,2,0,0,7623,1,1,2368,1
509,Susan Long,0,89924 Ryan Cliff,239,1,1,1,0,245,0,0,9046,1
510,Christina Hudson,1,7167 Hughes Drive,44,1,0,0,1,7623,0,1,9046,0
511,Amber Gonzalez,1,47470 Thomas Path Suite 453,239,1,0,1,1,245,0,1,9046,0
512,Erik Watson,1,77804 Rachel Ford,156,1,1,1,0,7623,0,0,476384,1
513,Samuel Brown,0,1134 Roberson Square Suite 680,239,1,1,1,2,60437,1,0,2368,1
514,Stephen Klein,0,15468 Carla Fort,223,1,1,1,2,245,1,1,476384,1
515,Vernon James,1,522 Justin Dale Apt. 116,28,1,2,0,2,60437,0,0,476384,1
516,Christopher Moss,0,7867 Jeffery Pike Apt. 826,193,1,1,1,1,60437,0,1,2368,0
517,Robert Smith,1,026 Woods Junctions Suite 535,239,1,1,1,1,60437,1,0,9046,0
518,Lori Brown,0,4009 Robert Ville Apt. 366,239,1,2,0,0,60437,0,0,476384,0
519,Manuel Trujillo,1,122 Hall Harbor Apt. 245,239,1,1,1,0,7623,0,0,476384,1
520,Sara Wilson,0,4069 Richard Garden,28,1,2,0,2,60437,0,0,9046,0
521,Amanda Green,0,11607 Gregory Mill,99,1,1,0,2,7623,1,0,2368,1
522,Jonathan Prince,0,5589 Becky Extensions Suite 552,156,1,1,1,1,60437,1,1,2368,1
523,Benjamin Stewart,1,661 Eileen Harbors Apt. 381,239,1,0,1,1,245,0,1,476384,0
524,Erika Tran,1,16652 Rebecca Plains,44,1,2,1,2,7623,1,1,9046,1
525,Sabrina Mays,0,281 Christopher Bridge,44,1,1,1,0,7623,1,0,476384,1
526,Jasmine Rodriguez,1,52463 Gerald Burg,239,1,0,1,1,60437,0,1,2368,0
527,Jasmine Taylor,1,52753 Laura Forge Suite 562,239,1,0,0,0,7623,1,1,476384,1
528,Molly Combs,1,2712 Bowman Keys,193,1,0,1,0,60437,1,1,476384,1
529,Danielle Olson,1,809 Barbara Union,145,1,1,1,0,245,1,0,2368,0
530,Thomas Bennett,1,083 Christina Avenue Suite 290,145,1,2,0,0,7623,1,1,476384,0
531,Bridget Lopez,0,7955 Mark Plain Suite 493,193,1,2,0,2,60437,0,1,476384,0
532,Michele Gardner,0,993 Thornton Mountains,44,1,1,1,1,245,0,0,476384,0
533,Patricia Cooke,1,300 Mark Turnpike Suite 949,239,1,1,1,1,60437,1,0,2368,1
534,James Lee,1,000 Stephanie Flat,223,1,2,0,0,7623,1,0,9046,0
535,Natalie King,0,82294 Fritz Stravenue Apt. 826,239,1,0,0,0,60437,1,0,2368,1
536,Tammy Cole,1,863 Brown Glen Apt. 947,239,1,0,0,1,60437,1,0,2368,0
537,Sandra May,0,40861 Christian Mount,145,1,0,0,0,60437,0,1,2368,1
538,John Grant,1,630 Gabrielle Highway Apt. 721,239,1,2,0,0,245,1,1,9046,0
539,Dana Gutierrez,1,50117 Joyce Burgs Apt. 974,239,1,0,1,2,245,0,0,476384,1
540,Christopher Prince,1,93512 Reed Ville Suite 714,239,1,0,0,0,60437,1,1,9046,1
541,Aaron Perez,1,89517 Felicia Fort,44,1,1,0,2,7623,0,1,476384,1
542,Michelle Small,1,5845 Curtis Crescent,44,1,2,0,1,60437,1,1,2368,1
543,Laura Ramirez,1,412 Santos Track Apt. 686,239,1,0,0,1,7623,0,0,9046,1
544,Jamie Robinson,1,5298 Paul Courts Apt. 930,239,1,1,1,0,245,1,1,9046,1
545,Jose Booker,1,871 Tina Parks Suite 695,156,1,1,0,2,60437,0,0,2368,1
546,Holly Brown,0,95742 Jared Ford Suite 967,239,1,1,0,2,7623,1,0,2368,1
547,Michael Allen,0,360 James Forks,239,1,0,1,1,60437,1,1,9046,0
548,Briana George MD,0,305 Jean Roads,156,1,1,0,1,245,1,0,9046,1
549,Dr. Allison Cruz,0,136 Lopez Vista,223,1,1,0,1,245,0,1,476384,1
550,Edward Ford V,1,20867 Anna Vista Suite 092,222,1,2,1,2,60437,1,0,476384,0
551,Lauren Obrien,1,98047 Russo Landing Apt. 693,239,1,2,1,1,245,0,0,2368,0
552,James Jones,1,25889 Amanda Manors Suite 769,222,1,1,1,2,245,0,0,2368,0
553,Bryan Morgan,0,71639 Williams Avenue,223,1,0,1,1,245,0,1,9046,1
554,Laura Davis,0,8639 Goodman Valley Apt. 520,239,1,2,1,1,245,0,1,476384,1
555,Latasha Conley,0,651 Morgan Pike Apt. 829,222,1,0,1,0,7623,1,1,9046,1
556,Ariel Schmidt,1,17480 Adams Squares,239,1,1,0,2,7623,1,0,9046,0
557,Sarah Pitts,1,1110 Pruitt Bypass Apt. 064,28,1,1,1,0,60437,1,1,2368,1
558,Anthony Hall II,1,846 James Keys,239,1,0,0,2,7623,0,0,9046,0
559,Lisa Powell,0,904 Shelby Square Suite 971,99,1,2,1,0,7623,0,0,9046,0
560,Austin Walters,0,92346 Sherri Neck Apt. 378,145,1,0,0,2,245,0,0,9046,1
561,Kevin Anderson,1,6233 Schmidt Well Apt. 333,99,1,0,1,1,7623,1,1,2368,1
562,Richard Torres,1,485 Vang Meadows Suite 966,145,1,0,0,1,60437,0,1,2368,1
563,Catherine Riley,1,7416 Amber Ports Apt. 564,99,1,0,0,1,60437,0,0,9046,1
564,Alexandra Palmer,0,593 Chelsea Manor Suite 792,145,1,0,0,2,7623,1,0,9046,0
565,Ryan Mendez MD,1,124 Stokes Mills Apt. 332,239,1,0,1,1,60437,0,0,2368,1
566,Nina Mitchell,0,17459 Janice Haven,145,1,1,0,0,60437,0,0,476384,0
567,Patricia Reyes,1,266 Clinton Corners,239,1,2,1,1,60437,0,0,476384,1
568,Steven Johnson,1,1404 Potter Centers Apt. 957,239,1,2,0,1,245,1,0,476384,0
569,Antonio Jackson,0,913 Cannon Ports Suite 594,28,1,1,1,2,245,1,0,2368,1
570,John Stewart,0,332 Dana Mountains,239,1,1,0,2,60437,1,0,476384,1
571,Julia Doyle,1,8227 Lewis Drive Apt. 482,239,1,0,0,2,245,0,0,9046,1
572,Karen Howard,1,4790 Luis Keys Apt. 421,239,1,0,0,0,7623,0,0,476384,0
573,Lindsay Webster,1,582 Cindy Court Suite 729,145,1,1,1,1,245,1,0,476384,1
574,Chad Mejia,1,55751 Young Groves,44,1,0,1,2,60437,0,0,9046,0
575,Diana Frank,1,371 Chavez Fork,239,1,0,1,2,60437,0,1,476384,0
576,Erin Bauer,1,323 Hughes Creek,145,1,2,0,0,7623,1,1,9046,1
577,Jeremy Ruiz,1,9335 Henson Trail,239,1,1,1,2,245,1,0,476384,0
578,Mr. Robert Carey,1,19266 Whitney Valleys,193,1,1,1,0,7623,1,1,2368,1
579,Michael White,1,320 Stephens Port,239,1,1,0,0,245,0,1,9046,0
580,John Leonard,0,2471 James Lodge Suite 359,239,1,2,0,1,60437,1,0,9046,0
581,John Herring,1,9615 Harris Oval,193,1,0,0,2,245,1,1,9046,0
582,John Doyle,0,19946 Steven Mountains,239,1,1,0,1,60437,1,1,2368,0
583,Hannah Smith,0,6125 Horn Divide Suite 277,99,1,1,0,1,245,0,1,2368,0
